DATE,Day,Month,Year,Quarter,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,NO. OF  TRADES
2-Jun-25,Monday,June,2025,Q2,EQ,1930.10,1936.00,1908.00,1944.90,1931.00,1932.10,1924.65,1978.90,1454.00,7334411.00,202297.00
30-May-25,Friday,May,2025,Q2,EQ,1931.90,1948.80,1925.40,1927.50,1941.50,1944.90,1939.36,1978.90,1454.00,14374039.00,152055.00
29-May-25,Thursday,May,2025,Q2,EQ,1928.00,1940.80,1907.30,1923.50,1937.60,1927.50,1921.28,1978.90,1454.00,14458897.00,215462.00
28-May-25,Wednesday,May,2025,Q2,EQ,1920.20,1934.50,1917.70,1926.30,1928.40,1923.50,1922.92,1978.90,1454.00,9078797.00,179687.00
27-May-25,Tuesday,May,2025,Q2,EQ,1931.60,1948.00,1916.30,1940.20,1926.80,1926.30,1927.12,1978.90,1454.00,13081074.00,202672.00
26-May-25,Monday,May,2025,Q2,EQ,1935.00,1949.90,1926.90,1933.60,1940.30,1940.20,1939.47,1978.90,1454.00,5401430.00,201842.00
23-May-25,Friday,May,2025,Q2,EQ,1920.10,1937.00,1914.50,1919.90,1933.50,1933.60,1929.98,1978.90,1448.15,4783036.00,116301.00
22-May-25,Thursday,May,2025,Q2,EQ,1915.20,1924.20,1905.20,1926.80,1924.00,1919.90,1914.84,1978.90,1448.15,10653335.00,255429.00
21-May-25,Wednesday,May,2025,Q2,EQ,1927.00,1946.90,1921.10,1914.90,1925.20,1926.80,1930.42,1978.90,1448.15,7566020.00,205548.00
20-May-25,Tuesday,May,2025,Q2,EQ,1928.10,1934.60,1913.00,1938.70,1917.10,1914.90,1918.55,1978.90,1448.15,11939545.00,176524.00
19-May-25,Monday,May,2025,Q2,EQ,1937.00,1945.00,1931.00,1934.70,1937.10,1938.70,1938.13,1978.90,1448.15,5101482.00,156815.00
16-May-25,Friday,May,2025,Q2,EQ,1933.80,1943.80,1928.40,1933.80,1934.50,1934.70,1933.50,1978.90,1430.30,7934005.00,175140.00
15-May-25,Thursday,May,2025,Q2,EQ,1913.50,1944.80,1897.00,1910.60,1933.80,1933.80,1923.01,1978.90,1430.30,16120729.00,224596.00
14-May-25,Wednesday,May,2025,Q2,EQ,1922.10,1930.20,1903.00,1922.60,1913.50,1910.60,1914.76,1978.90,1430.30,7722654.00,189542.00
13-May-25,Tuesday,May,2025,Q2,EQ,1950.00,1961.70,1920.00,1957.20,1924.90,1922.60,1930.60,1978.90,1430.30,12121051.00,234495.00
12-May-25,Monday,May,2025,Q2,EQ,1917.60,1959.90,1912.30,1889.70,1956.40,1957.20,1948.86,1978.90,1430.30,9309486.00,207249.00
9-May-25,Friday,May,2025,Q2,EQ,1910.10,1919.00,1886.80,1928.50,1893.30,1889.70,1894.97,1978.90,1426.80,8594398.00,292155.00
8-May-25,Thursday,May,2025,Q2,EQ,1954.80,1954.80,1919.10,1945.60,1921.50,1928.50,1933.80,1978.90,1426.80,17401715.00,280256.00
7-May-25,Wednesday,May,2025,Q2,EQ,1934.00,1948.70,1922.40,1931.70,1945.00,1945.60,1939.91,1978.90,1426.80,10710389.00,178998.00
6-May-25,Tuesday,May,2025,Q2,EQ,1930.00,1940.10,1924.30,1936.80,1928.60,1931.70,1931.89,1978.90,1426.80,8745078.00,140830.00
5-May-25,Monday,May,2025,Q2,EQ,1939.00,1952.00,1932.30,1925.00,1935.80,1936.80,1940.79,1978.90,1426.80,7534012.00,160044.00
2-May-25,Friday,May,2025,Q2,EQ,1929.80,1941.90,1920.00,1925.00,1923.50,1925.00,1930.63,1978.90,1426.80,11406024.00,236285.00
30-Apr-25,Wednesday,April,2025,Q2,EQ,1913.00,1936.90,1910.30,1908.80,1920.10,1925.00,1925.02,1978.90,1426.80,15968435.00,275126.00
29-Apr-25,Tuesday,April,2025,Q2,EQ,1918.80,1928.80,1900.20,1920.20,1906.00,1908.80,1909.52,1978.90,1426.80,9459154.00,186299.00
28-Apr-25,Monday,April,2025,Q2,EQ,1911.20,1929.70,1908.40,1911.20,1921.00,1920.20,1922.17,1978.90,1426.80,6960246.00,155527.00
25-Apr-25,Friday,April,2025,Q2,EQ,1924.80,1933.00,1891.80,1916.80,1908.00,1911.20,1911.37,1978.90,1426.80,9250439.00,201781.00
24-Apr-25,Thursday,April,2025,Q2,EQ,1910.00,1923.90,1905.10,1923.90,1914.90,1916.80,1916.73,1978.90,1426.80,12965877.00,227034.00
23-Apr-25,Wednesday,April,2025,Q2,EQ,1978.90,1978.90,1920.50,1961.70,1920.70,1923.90,1939.04,1978.90,1426.80,15285321.00,247823.00
22-Apr-25,Tuesday,April,2025,Q2,EQ,1935.00,1970.60,1935.00,1927.10,1960.00,1961.70,1957.16,1970.60,1426.80,22980875.00,512026.00
21-Apr-25,Monday,April,2025,Q2,EQ,1924.00,1950.70,1910.00,1906.70,1925.20,1927.10,1930.83,1950.70,1426.80,17123649.00,411337.00
17-Apr-25,Thursday,April,2025,Q2,EQ,1882.00,1919.70,1876.70,1878.00,1905.80,1906.70,1901.41,1919.70,1426.80,17851542.00,394807.00
16-Apr-25,Wednesday,April,2025,Q2,EQ,1883.80,1883.80,1860.50,1864.90,1875.90,1878.00,1874.15,1883.80,1426.80,9568410.00,252887.00
15-Apr-25,Tuesday,April,2025,Q2,EQ,1865.00,1876.80,1855.00,1806.75,1865.60,1864.90,1866.76,1880.00,1426.80,24649172.00,360194.00
11-Apr-25,Friday,April,2025,Q2,EQ,1774.75,1819.40,1774.75,1765.00,1805.20,1806.75,1803.31,1880.00,1426.80,16387883.00,395826.00
9-Apr-25,Wednesday,April,2025,Q2,EQ,1765.00,1775.00,1753.50,1769.15,1765.30,1765.00,1761.66,1880.00,1426.80,11227304.00,207950.00
8-Apr-25,Tuesday,April,2025,Q2,EQ,1765.00,1782.00,1750.30,1757.70,1770.15,1769.15,1769.16,1880.00,1426.80,17781936.00,355184.00
7-Apr-25,Monday,April,2025,Q2,EQ,1762.80,1779.85,1738.20,1817.30,1760.05,1757.70,1759.15,1880.00,1426.80,18997725.00,374557.00
4-Apr-25,Friday,April,2025,Q2,EQ,1813.00,1841.95,1811.10,1794.85,1816.80,1817.30,1824.22,1880.00,1426.80,16770227.00,316416.00
3-Apr-25,Thursday,April,2025,Q2,EQ,1781.10,1804.00,1777.00,1796.90,1792.80,1794.85,1794.09,1880.00,1426.80,5625019.00,147618.00
2-Apr-25,Wednesday,April,2025,Q2,EQ,1770.70,1799.20,1770.70,1767.85,1798.90,1796.90,1791.24,1880.00,1426.80,5786782.00,144509.00
1-Apr-25,Tuesday,April,2025,Q2,EQ,1802.00,1809.90,1765.35,1828.20,1769.90,1767.85,1781.74,1880.00,1426.80,14255503.00,409481.00
